STATION_NAME,PROJECT_NAME,TSS (mg/l),ACTIVITY_END_DATE
LMG-05-0011,2013 Deep River Watershed Baseline,20,7/8/2013 17:15
LMG-05-0011,2013 Deep River Watershed Baseline,14,8/5/2013 17:10
LMG-05-0011,2013 Deep River Watershed Baseline,4,9/9/2013 16:00
LMG-05-0011,2013 Deep River Watershed Baseline,6,10/8/2013 11:50
LMG-05-0011,2013 Deep River Watershed Baseline,5,11/4/2013 14:05
LMG-05-0011,2013 Deep River Watershed Baseline,31,3/19/2014 14:10
LMG-05-0012,2013 Deep River Watershed Baseline,5,4/9/2013 9:30
LMG-05-0012,2013 Deep River Watershed Baseline,4,5/7/2013 9:45
LMG-05-0012,2013 Deep River Watershed Baseline,7,6/11/2013 9:15
LMG-05-0012,2013 Deep River Watershed Baseline,7,7/9/2013 9:15
LMG-05-0012,2013 Deep River Watershed Baseline,10,8/6/2013 11:00
LMG-05-0012,2013 Deep River Watershed Baseline,3,9/10/2013 9:00
LMG-05-0012,2013 Deep River Watershed Baseline,4,10/9/2013 8:30
LMG-05-0012,2013 Deep River Watershed Baseline,7,11/4/2013 14:45
LMG-05-0012,2013 Deep River Watershed Baseline,<1,12/9/2013 14:30
LMG-05-0012,2013 Deep River Watershed Baseline,180,3/19/2014 15:00
LMG-05-0013,2013 Deep River Watershed Baseline,7,4/9/2013 9:45
LMG-05-0013,2013 Deep River Watershed Baseline,4,5/7/2013 10:25
LMG-05-0013,2013 Deep River Watershed Baseline,9,6/11/2013 10:00
LMG-05-0013,2013 Deep River Watershed Baseline,23,7/9/2013 9:20
LMG-05-0013,2013 Deep River Watershed Baseline,12,8/6/2013 11:20
LMG-05-0013,2013 Deep River Watershed Baseline,9,9/10/2013 9:35
LMG-05-0013,2013 Deep River Watershed Baseline,11,10/9/2013 9:15
LMG-05-0014,2013 Deep River Watershed Baseline,4,4/9/2013 10:25
LMG-05-0014,2013 Deep River Watershed Baseline,3,5/7/2013 11:10
LMG-05-0014,2013 Deep River Watershed Baseline,3,6/11/2013 10:30
LMG-05-0014,2013 Deep River Watershed Baseline,25,7/9/2013 10:05
LMG-05-0014,2013 Deep River Watershed Baseline,4,8/6/2013 12:00
LMG-05-0014,2013 Deep River Watershed Baseline,7,9/10/2013 10:15
LMG-05-0014,2013 Deep River Watershed Baseline,5,10/9/2013 9:45
LMG-05-0015,2017 Diel Oxygen Nutrient Pilot Project,32,7/10/2017 10:24
LMG-05-0015,2017 Diel Oxygen Nutrient Pilot Project,<10,9/5/2017 9:40
LMG-05-0015,2017 Diel Oxygen Nutrient Pilot Project,<10,8/7/2017 11:20
LMG-05-0015,2013 Deep River Watershed Baseline,9,4/9/2013 11:15
LMG-05-0015,2013 Deep River Watershed Baseline,6,5/7/2013 11:45
LMG-05-0015,2013 Deep River Watershed Baseline,5,6/11/2013 11:05
LMG-05-0015,2013 Deep River Watershed Baseline,22,7/9/2013 11:00
LMG-05-0015,2013 Deep River Watershed Baseline,4,8/6/2013 12:40
LMG-05-0015,2013 Deep River Watershed Baseline,4,9/10/2013 11:00
LMG-05-0015,2013 Deep River Watershed Baseline,7,10/9/2013 10:25
LMG-05-0015,2013 Deep River Watershed Baseline,7,11/4/2013 16:00
LMG-05-0015,2013 Deep River Watershed Baseline,7,12/9/2013 15:20
LMG-05-0015,2013 Deep River Watershed Baseline,170,3/19/2014 15:35
LMG-05-0016,2013 Deep River Watershed Baseline,6,4/9/2013 12:00
LMG-05-0016,2013 Deep River Watershed Baseline,20,5/7/2013 12:30
LMG-05-0016,2013 Deep River Watershed Baseline,11,6/11/2013 11:40
LMG-05-0016,2013 Deep River Watershed Baseline,12,7/9/2013 11:45
LMG-05-0016,2013 Deep River Watershed Baseline,5,8/6/2013 13:20
LMG-05-0016,2013 Deep River Watershed Baseline,13,9/10/2013 11:25
LMG-05-0016,2013 Deep River Watershed Baseline,4,10/9/2013 10:55
LMG-05-0017,2013 Deep River Watershed Baseline,16,4/9/2013 12:20
LMG-05-0017,2013 Deep River Watershed Baseline,18,5/7/2013 12:50
LMG-05-0017,2013 Deep River Watershed Baseline,1,6/11/2013 12:00
LMG-05-0017,2013 Deep River Watershed Baseline,3,7/9/2013 12:00
LMG-05-0017,2013 Deep River Watershed Baseline,8,8/6/2013 13:45
LMG-05-0017,2013 Deep River Watershed Baseline,280,9/10/2013 11:45
LMG-05-0017,2013 Deep River Watershed Baseline,5,10/9/2013 11:10
LMG-05-0018,2013 Deep River Watershed Baseline,6,4/9/2013 13:00
LMG-05-0018,2013 Deep River Watershed Baseline,11,5/7/2013 13:35
LMG-05-0018,2013 Deep River Watershed Baseline,1,6/11/2013 12:45
LMG-05-0018,2013 Deep River Watershed Baseline,2,7/9/2013 12:45
LMG-05-0018,2013 Deep River Watershed Baseline,5,8/6/2013 14:35
LMG-05-0018,2013 Deep River Watershed Baseline,<1,9/10/2013 12:45
LMG-05-0018,2013 Deep River Watershed Baseline,6,10/9/2013 11:50
LMG-05-0018,2013 Deep River Watershed Baseline,2,11/4/2013 17:00
LMG-05-0018,2013 Deep River Watershed Baseline,14,12/9/2013 16:30
LMG-05-0018,2013 Deep River Watershed Baseline,29,3/19/2014 16:20
LMG-05-0019,2013 Deep River Watershed Baseline,18,4/9/2013 13:40
LMG-05-0019,2013 Deep River Watershed Baseline,5,5/7/2013 14:10
LMG-05-0019,2013 Deep River Watershed Baseline,1,6/11/2013 13:30
LMG-05-0019,2013 Deep River Watershed Baseline,3,7/9/2013 13:30
LMG-05-0019,2013 Deep River Watershed Baseline,8,8/6/2013 15:15
LMG-05-0019,2013 Deep River Watershed Baseline,18,9/10/2013 13:00
LMG-05-0019,2013 Deep River Watershed Baseline,8,10/7/2013 16:40
LMG-05-0020,2013 Deep River Watershed Baseline,9,4/9/2013 13:55
LMG-05-0020,2013 Deep River Watershed Baseline,18,5/7/2013 14:30
LMG-05-0020,2013 Deep River Watershed Baseline,14,6/11/2013 13:50
LMG-05-0020,2013 Deep River Watershed Baseline,6,7/9/2013 13:50
LMG-05-0020,2013 Deep River Watershed Baseline,2,8/6/2013 15:35
LMG-05-0020,2013 Deep River Watershed Baseline,25,9/10/2013 13:40
LMG-05-0020,2013 Deep River Watershed Baseline,10,10/7/2013 16:20
LMG-05-0021,2013 Deep River Watershed Baseline,8,4/9/2013 14:10
LMG-05-0021,2013 Deep River Watershed Baseline,16,5/7/2013 14:45
LMG-05-0021,2013 Deep River Watershed Baseline,19,6/11/2013 14:05
LMG-05-0021,2013 Deep River Watershed Baseline,89,7/9/2013 14:05
LMG-05-0021,2013 Deep River Watershed Baseline,22,8/6/2013 15:50
LMG-05-0021,2013 Deep River Watershed Baseline,11,9/10/2013 13:50
LMG-05-0021,2013 Deep River Watershed Baseline,13,10/7/2013 16:05
LMG-05-0022,2013 Deep River Watershed Baseline,20,4/9/2013 14:25
LMG-05-0022,2013 Deep River Watershed Baseline,66,5/7/2013 15:05
LMG-05-0022,2013 Deep River Watershed Baseline,9,6/11/2013 14:25
LMG-05-0022,2013 Deep River Watershed Baseline,9,7/9/2013 14:20
LMG-05-0022,2013 Deep River Watershed Baseline,14,8/6/2013 16:05
LMG-05-0022,2013 Deep River Watershed Baseline,78,9/10/2013 14:05
LMG-05-0022,2013 Deep River Watershed Baseline,12,10/7/2013 15:40
LMG-05-0024,2013 Deep River Watershed Baseline,3,4/10/2013 12:00
LMG-05-0024,2013 Deep River Watershed Baseline,5,5/8/2013 11:45
LMG-05-0024,2013 Deep River Watershed Baseline,4,6/12/2013 12:05
LMG-05-0024,2013 Deep River Watershed Baseline,6,7/10/2013 11:30
LMG-05-0024,2013 Deep River Watershed Baseline,4,8/7/2013 11:30
LMG-05-0024,2013 Deep River Watershed Baseline,2,9/10/2013 15:15
LMG-05-0024,2013 Deep River Watershed Baseline,2,10/7/2013 14:50
LMG-05-0025,2013 Deep River Watershed Baseline,5,4/10/2013 11:35
LMG-05-0025,2013 Deep River Watershed Baseline,3,5/8/2013 11:20
LMG-05-0025,2013 Deep River Watershed Baseline,2,6/12/2013 11:45
LMG-05-0025,2013 Deep River Watershed Baseline,<1,7/10/2013 11:10
LMG-05-0025,2013 Deep River Watershed Baseline,3,8/7/2013 11:10
LMG-05-0025,2013 Deep River Watershed Baseline,5,9/11/2013 11:55
LMG-05-0025,2013 Deep River Watershed Baseline,<1,10/7/2013 14:10
LMG-05-0026,2013 Deep River Watershed Baseline,7,4/10/2013 11:15
LMG-05-0026,2013 Deep River Watershed Baseline,21,5/8/2013 11:00
LMG-05-0026,2013 Deep River Watershed Baseline,7,6/12/2013 11:30
LMG-05-0026,2013 Deep River Watershed Baseline,27,7/10/2013 10:50
LMG-05-0026,2013 Deep River Watershed Baseline,15,8/7/2013 10:50
LMG-05-0026,2013 Deep River Watershed Baseline,1,9/11/2013 11:40
LMG-05-0026,2013 Deep River Watershed Baseline,22,10/7/2013 13:50
LMG-05-0027,2013 Deep River Watershed Baseline,4,4/10/2013 10:45
LMG-05-0027,2013 Deep River Watershed Baseline,8,5/8/2013 10:05
LMG-05-0027,2013 Deep River Watershed Baseline,13,6/12/2013 10:40
LMG-05-0027,2013 Deep River Watershed Baseline,17,7/10/2013 9:45
LMG-05-0027,2013 Deep River Watershed Baseline,5,8/7/2013 10:00
LMG-05-0027,2013 Deep River Watershed Baseline,5,9/11/2013 11:00
LMG-05-0027,2013 Deep River Watershed Baseline,4,10/7/2013 12:20
LMG-05-0027,2013 Deep River Watershed Baseline,8,11/4/2013 12:30
LMG-05-0027,2013 Deep River Watershed Baseline,8,12/9/2013 12:00
LMG-05-0027,2013 Deep River Watershed Baseline,84,3/19/2014 11:10
LMG-05-0028,2013 Deep River Watershed Baseline,5,4/10/2013 11:00
LMG-05-0028,2013 Deep River Watershed Baseline,7,5/8/2013 10:45
LMG-05-0028,2013 Deep River Watershed Baseline,11,6/12/2013 11:20
LMG-05-0028,2013 Deep River Watershed Baseline,14,7/10/2013 10:35
LMG-05-0028,2013 Deep River Watershed Baseline,3,8/7/2013 10:40
LMG-05-0028,2013 Deep River Watershed Baseline,44,9/11/2013 11:30
LMG-05-0028,2013 Deep River Watershed Baseline,4,10/7/2013 13:35
LMG-05-0029,2013 Deep River Watershed Baseline,22,4/10/2013 10:15
LMG-05-0029,2013 Deep River Watershed Baseline,7,5/8/2013 9:45
LMG-05-0029,2013 Deep River Watershed Baseline,2,6/12/2013 10:15
LMG-05-0029,2013 Deep River Watershed Baseline,3,7/10/2013 9:25
LMG-05-0029,2013 Deep River Watershed Baseline,9,8/7/2013 9:35
LMG-05-0029,2013 Deep River Watershed Baseline,100,9/11/2013 10:40
LMG-05-0029,2013 Deep River Watershed Baseline,3,10/7/2013 12:00
LMG-05-0030,2013 Deep River Watershed Baseline,14,4/10/2013 9:55
LMG-05-0030,2013 Deep River Watershed Baseline,3,5/8/2013 9:25
LMG-05-0030,2013 Deep River Watershed Baseline,6,6/12/2013 10:00
LMG-05-0030,2013 Deep River Watershed Baseline,16,7/10/2013 9:05
LMG-05-0030,2013 Deep River Watershed Baseline,6,8/7/2013 9:20
LMG-05-0030,2013 Deep River Watershed Baseline,150,9/11/2013 10:25
LMG-05-0030,2013 Deep River Watershed Baseline,9,10/7/2013 10:50
LMG-05-0031,2013 Deep River Watershed Baseline,10,4/10/2013 9:40
LMG-05-0031,2013 Deep River Watershed Baseline,17,5/8/2013 9:00
LMG-05-0031,2013 Deep River Watershed Baseline,15,6/12/2013 9:30
LMG-05-0031,2013 Deep River Watershed Baseline,14,7/10/2013 8:40
LMG-05-0031,2013 Deep River Watershed Baseline,13,8/7/2013 8:45
LMG-05-0031,2013 Deep River Watershed Baseline,2,9/11/2013 9:25
LMG-05-0031,2013 Deep River Watershed Baseline,8,10/8/2013 11:00
LMG-05-0031,2013 Deep River Watershed Baseline,11,11/4/2013 13:30
LMG-05-0031,2013 Deep River Watershed Baseline,8,12/9/2013 13:14
LMG-05-0031,2013 Deep River Watershed Baseline,81,3/19/2014 13:30
LMG-05-0032,2013 Deep River Watershed Baseline,5,4/8/2013 16:40
LMG-05-0032,2013 Deep River Watershed Baseline,5,5/6/2013 15:50
LMG-05-0032,2013 Deep River Watershed Baseline,23,6/10/2013 14:30
LMG-05-0032,2013 Deep River Watershed Baseline,98,7/8/2013 16:35
LMG-05-0032,2013 Deep River Watershed Baseline,22,8/5/2013 16:25
LMG-05-0032,2013 Deep River Watershed Baseline,16,9/9/2013 3:05
LMG-05-0032,2013 Deep River Watershed Baseline,1,10/8/2013 12:50
LMG-05-0033,2013 Deep River Watershed Baseline,6,4/8/2013 17:55
LMG-05-0033,2013 Deep River Watershed Baseline,11,5/6/2013 17:00
LMG-05-0033,2013 Deep River Watershed Baseline,8,6/10/2013 17:35
LMG-05-0033,2013 Deep River Watershed Baseline,270,7/8/2013 17:55
LMG-05-0033,2013 Deep River Watershed Baseline,10,8/5/2013 17:35
LMG-05-0033,2013 Deep River Watershed Baseline,1,9/9/2013 16:30
LMG-05-0033,2013 Deep River Watershed Baseline,6,10/8/2013 12:25
LMG-05-0034,2013 Deep River Watershed Baseline,12,4/9/2013 10:00
LMG-05-0034,2013 Deep River Watershed Baseline,8,5/7/2013 10:50
LMG-05-0034,2013 Deep River Watershed Baseline,36,6/11/2013 10:20
LMG-05-0034,2013 Deep River Watershed Baseline,110,7/9/2013 9:45
LMG-05-0034,2013 Deep River Watershed Baseline,30,8/6/2013 11:40
LMG-05-0034,2013 Deep River Watershed Baseline,19,9/10/2013 10:00
LMG-05-0034,2013 Deep River Watershed Baseline,24,10/9/2013 9:35
LMG-05-0035,2013 Deep River Watershed Baseline,30,4/9/2013 10:50
LMG-05-0035,2013 Deep River Watershed Baseline,16,5/7/2013 11:25
LMG-05-0035,2013 Deep River Watershed Baseline,34,6/11/2013 10:45
LMG-05-0035,2013 Deep River Watershed Baseline,92,7/9/2013 10:25
LMG-05-0035,2013 Deep River Watershed Baseline,7,8/6/2013 12:10
LMG-05-0035,2013 Deep River Watershed Baseline,26,9/10/2013 10:25
LMG-05-0035,2013 Deep River Watershed Baseline,7,10/9/2013 10:05
LMG-05-0036,2013 Deep River Watershed Baseline,75,4/9/2013 12:40
LMG-05-0036,2013 Deep River Watershed Baseline,68,5/7/2013 13:15
LMG-05-0036,2013 Deep River Watershed Baseline,38,6/11/2013 12:15
LMG-05-0036,2013 Deep River Watershed Baseline,29,7/9/2013 12:25
LMG-05-0036,2013 Deep River Watershed Baseline,60,8/6/2013 14:00
LMG-05-0036,2013 Deep River Watershed Baseline,18,9/10/2013 12:10
LMG-05-0036,2013 Deep River Watershed Baseline,36,10/9/2013 11:25
LMG-05-0041,2018 Corvallis,<5,4/11/2018 13:15
LMG-05-0041,2018 Corvallis,8,6/6/2018 11:45
LMG-05-0041,2018 Corvallis,<5,9/17/2018 12:00
LMG060-0041,2010 Corvallis,47,6/2/2010 16:30
LMG060-0041,2010 Corvallis,<10,7/13/2010 13:30
LMG060-0041,2010 Corvallis,<10,8/24/2010 12:50
LMG070-0035,2016 Reference Sites,<5,4/4/2016 14:00
LMG070-0035,2016 Reference Sites,7,6/21/2016 10:40
LMG070-0035,2016 Reference Sites,<5,9/13/2016 11:20
LMG070-0035,2021-2022 Coolwater IBI,21.6,4/6/2022 10:45
LMG070-0035,2021-2022 Coolwater IBI,11.6,7/25/2022 14:50
LMG070-0035,2021-2022 Coolwater IBI,28,10/31/2022 16:15
LMG070-0035,2005 Corvallis,17,5/17/2005 16:10
LMG070-0035,2005 Corvallis,19,7/7/2005 6:50
LMG070-0035,2005 Corvallis,12,9/7/2005 7:30
LMG070-0036,2005 Corvallis,<10,5/17/2005 13:30
LMG070-0036,2005 Corvallis,<10,7/6/2005 16:00
LMG070-0036,2005 Corvallis,<10,9/6/2005 16:50
LMG100-0009,2016 Reference Sites,<5,4/4/2016 14:45
LMG100-0009,2016 Reference Sites,6,6/21/2016 9:40
LMG100-0009,2016 Reference Sites,<5,9/13/2016 9:30
LMG100-0009,2021-2022 Coolwater IBI,3,4/27/2021 10:10
LMG100-0009,2021-2022 Coolwater IBI,7,6/29/2021 14:20
LMG100-0009,2021-2022 Coolwater IBI,2.8,11/2/2021 12:15
LMG100-0009,2010 Corvallis,<10,6/7/2010 14:50
LMG100-0009,2010 Corvallis,<10,7/13/2010 18:00
LMG100-0009,2010 Corvallis,<10,8/24/2010 17:00
LMJ-08-0079,2018 Corvallis,<5,4/2/2018 16:10
LMJ-08-0079,2018 Corvallis,<5,5/22/2018 15:20
LMJ-08-0079,2018 Corvallis,<5,9/25/2018 16:30
LMJ-10-0093,2018 Corvallis,9,4/2/2018 17:40
LMJ-10-0093,2018 Corvallis,25,5/22/2018 16:40
LMJ-10-0093,2018 Corvallis,25,10/2/2018 8:20
LMJ-10-0094,2018 Corvallis,6,4/2/2018 14:20
LMJ-10-0094,2018 Corvallis,<5,5/22/2018 13:10
LMJ-10-0094,2018 Corvallis,<5,10/1/2018 16:40
LMJ110-0080,2005 Corvallis,<10,5/31/2005 18:10
LMJ110-0080,2005 Corvallis,<10,7/14/2005 7:05
LMJ110-0080,2005 Corvallis,<10,10/4/2005 8:05
LMJ110-0124,2010 Corvallis,26,6/15/2010 7:50
LMJ110-0124,2010 Corvallis,<10,7/27/2010 16:40
LMJ110-0124,2010 Corvallis,<10,9/8/2010 17:00
LMJ110-0128,2010 Corvallis,<10,6/15/2010 13:10
LMJ110-0128,2010 Corvallis,<10,7/27/2010 9:40
LMJ110-0128,2010 Corvallis,<10,9/8/2010 9:40
LMJ110-0129,2010 Corvallis,<10,6/15/2010 9:10
LMJ110-0129,2010 Corvallis,<10,7/27/2010 13:50
LMJ110-0129,2010 Corvallis,<10,9/8/2010 13:40
LMJ-11-0021,2018 Corvallis,<5,4/10/2018 12:20
LMJ-11-0021,2018 Corvallis,<5,6/4/2018 12:30
LMJ-11-0021,2018 Corvallis,<5,10/1/2018 14:00
LMJ-11-0022,2018 Corvallis,<5,4/2/2018 15:10
LMJ-11-0022,2018 Corvallis,23,5/22/2018 14:05
LMJ-11-0022,2018 Corvallis,<5,10/1/2018 15:40
LMJ-11-0025,2018 Corvallis,<5,4/2/2018 13:30
LMJ-11-0025,2018 Corvallis,13,5/22/2018 12:25
LMJ-11-0025,2018 Corvallis,11,10/3/2018 9:00
LMJ120-0040,2005 Corvallis,<10,6/13/2005 14:20
LMJ120-0040,2005 Corvallis,<10,8/9/2005 11:35
LMJ120-0040,2005 Corvallis,<10,10/6/2005 8:55
LMJ120-0041,2005 Corvallis,12,6/13/2005 18:20
LMJ120-0041,2005 Corvallis,<10,8/9/2005 18:20
LMJ120-0041,2005 Corvallis,<10,10/6/2005 11:35
LMJ120-0042,2016 Reference Sites,8,4/5/2016 10:00
LMJ120-0042,2016 Reference Sites,6,6/20/2016 15:40
LMJ120-0042,2016 Reference Sites,<5,9/14/2016 10:30
LMJ120-0042,2005 Corvallis,11,6/14/2005 8:40
LMJ120-0042,2005 Corvallis,<10,8/9/2005 16:00
LMJ120-0042,2005 Corvallis,<10,10/6/2005 14:15
LMJ120-0048,2010 Corvallis,16,6/15/2010 16:00
LMJ120-0048,2010 Corvallis,<10,7/27/2010 8:00
LMJ120-0048,2010 Corvallis,<10,9/8/2010 7:50
LMJ130-0008,2010 Corvallis,<10,6/8/2010 8:30
LMJ130-0008,2010 Corvallis,<10,7/20/2010 16:00
LMJ130-0008,2010 Corvallis,<10,8/31/2010 15:40
LMJ140-0028,2005 Corvallis,<10,5/25/2005 7:35
LMJ140-0028,2005 Corvallis,<10,7/11/2005 18:00
LMJ140-0028,2005 Corvallis,<10,10/5/2005 13:15
LMJ140-0029,2005 Corvallis,<10,5/26/2005 9:00
LMJ140-0029,2005 Corvallis,<10,8/8/2005 16:15
LMJ140-0029,2005 Corvallis,<10,10/5/2005 14:52
LMJ140-0118,2010 Corvallis,<10,6/8/2010 11:00
LMJ140-0118,2010 Corvallis,<10,7/20/2010 13:40
LMJ140-0118,2010 Corvallis,<10,8/31/2010 13:20
LMJ140-0119,2010 Corvallis,<10,6/8/2010 16:40
LMJ140-0119,2010 Corvallis,<10,7/20/2010 10:00
LMJ140-0119,2010 Corvallis,<10,8/31/2010 9:30
LMJ150-0023,2010 Corvallis,<10,6/9/2010 10:20
LMJ150-0023,2010 Corvallis,<10,7/20/2010 17:10
LMJ150-0023,2010 Corvallis,12,8/31/2010 16:40
LMJ160-0004,2005 Corvallis,<10,5/18/2005 13:20
LMJ160-0004,2005 Corvallis,15,7/21/2005 9:05
LMJ160-0004,2005 Corvallis,<10,9/7/2005 17:20
LMJ-16-0044,2018 Corvallis,7,4/2/2018 11:00
LMJ-16-0044,2018 Corvallis,7,5/22/2018 9:45
LMJ-16-0044,2018 Corvallis,<5,10/1/2018 13:00
LMJ170-0077,2005 Corvallis,<10,6/1/2005 13:25
LMJ170-0077,2005 Corvallis,<10,7/13/2005 13:45
LMJ170-0077,2005 Corvallis,10,10/17/2005 17:30
LMJ170-0080,2010 Corvallis,<10,6/14/2010 16:10
LMJ170-0080,2010 Corvallis,10,7/20/2010 8:20
LMJ170-0080,2010 Corvallis,<10,8/31/2010 8:20
LMJ-17-0040,2018 Corvallis,7,4/9/2018 17:30
LMJ-17-0040,2018 Corvallis,13,6/5/2018 11:40
LMJ-17-0040,2018 Corvallis,19,10/2/2018 9:00
LMJ180-0046,2005 Corvallis,<10,6/1/2005 15:50
LMJ180-0046,2005 Corvallis,<10,7/13/2005 11:45
LMJ180-0046,2005 Corvallis,<10,10/4/2005 14:15
LMJ180-0049,2010 Corvallis,10,6/14/2010 13:20
LMJ180-0049,2010 Corvallis,16,7/19/2010 11:10
LMJ180-0049,2010 Corvallis,<10,8/30/2010 11:20
LMJ-18-0005,2018 Corvallis,<5,4/10/2018 10:30
LMJ-18-0005,2018 Corvallis,11,6/5/2018 9:40
LMJ-18-0005,2018 Corvallis,<5,10/2/2018 13:00
LMJ180-0052,2010 Corvallis,<10,6/21/2010 15:00
LMJ180-0052,2010 Corvallis,<10,8/2/2010 11:40
LMJ180-0052,2010 Corvallis,10,9/13/2010 13:40
LMJ-18-0006,2018 Corvallis,<5,4/10/2018 9:30
LMJ-18-0006,2018 Corvallis,13,6/5/2018 10:25
LMJ-18-0006,2018 Corvallis,7,10/2/2018 16:50
LMJ-18-0007,2018 Corvallis,<5,4/10/2018 9:00
LMJ-18-0007,2018 Corvallis,12,6/5/2018 11:00
LMJ-18-0007,2018 Corvallis,<5,10/2/2018 10:30
LMJ-18-0008,2018 Corvallis,6,4/9/2018 16:15
LMJ-18-0008,2018 Corvallis,13,6/4/2018 11:25
LMJ-18-0008,2018 Corvallis,<5,10/2/2018 18:40
LMJ190-0025,2021-2022 Coolwater IBI,3.9,4/4/2022 15:00
LMJ190-0025,2021-2022 Coolwater IBI,13.4,7/26/2022 10:50
LMJ190-0025,2021-2022 Coolwater IBI,<2.5,11/1/2022 12:45
LMJ190-0025,2005 Corvallis,15,5/25/2005 13:35
LMJ190-0025,2005 Corvallis,<10,7/13/2005 9:15
LMJ190-0025,2005 Corvallis,<10,10/5/2005 8:10
LMJ190-0026,2005 Corvallis,<10,5/25/2005 10:00
LMJ190-0026,2005 Corvallis,<10,7/12/2005 16:15
LMJ190-0026,2005 Corvallis,<10,10/5/2005 10:15
LMJ190-0028,2021-2022 Coolwater IBI,8.8,4/4/2022 15:50
LMJ190-0028,2021-2022 Coolwater IBI,<2.5,7/26/2022 10:10
LMJ190-0028,2021-2022 Coolwater IBI,7.5,11/1/2022 12:00
LMJ190-0028,2005 Corvallis,<10,5/25/2005 16:10
LMJ190-0028,2005 Corvallis,<10,7/13/2005 7:10
LMJ190-0028,2005 Corvallis,<10,10/4/2005 16:25
LMJ190-0031,2016 Reference Sites,7,4/5/2016 8:30
LMJ190-0031,2016 Reference Sites,17,6/20/2016 17:30
LMJ190-0031,2016 Reference Sites,9,9/14/2016 8:10
LMJ190-0031,2010 Corvallis,24,6/16/2010 8:30
LMJ190-0031,2010 Corvallis,13,7/21/2010 8:30
LMJ190-0031,2010 Corvallis,<10,9/1/2010 8:00
LMJ190-0032,2010 Corvallis,<10,6/14/2010 12:00
LMJ190-0032,2010 Corvallis,14,7/19/2010 12:30
LMJ190-0032,2010 Corvallis,<10,8/30/2010 12:30
LMJ-19-0004,2018 Corvallis,7,4/10/2018 15:50
LMJ-19-0004,2018 Corvallis,56,6/4/2018 15:00
LMJ-19-0005,2018 Corvallis,<5,4/10/2018 14:30
LMJ-19-0005,2018 Corvallis,8,6/4/2018 14:20
LMJ-19-0005,2018 Corvallis,<5,9/19/2018 11:30
LMJ200-0051,2005 Corvallis,<10,5/24/2005 7:35
LMJ200-0051,2005 Corvallis,19,7/12/2005 9:05
LMJ200-0051,2005 Corvallis,17,9/8/2005 9:40
LMJ200-0054,2005 Corvallis,11,5/24/2005 9:30
LMJ200-0054,2005 Corvallis,<10,7/12/2005 6:55
LMJ200-0054,2005 Corvallis,<10,9/8/2005 12:20
LMJ200-0060,2010 Corvallis,<10,6/8/2010 14:10
LMJ200-0060,2010 Corvallis,<10,7/19/2010 15:50
LMJ200-0060,2010 Corvallis,<10,8/30/2010 16:00
