STATION_NAME,PROJECT_NAME,TSS (mg/l),ACTIVITY_END_DATE
LMG-04-0022,2012 Little Calumet East Branch Baseline Study,<4,1/4/2012 13:00
LMG-04-0022,2012 Little Calumet East Branch Baseline Study,4,2/7/2012 12:25
LMG-04-0022,2012 Little Calumet East Branch Baseline Study,<4,3/6/2012 12:35
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<10,5/1/2012 11:50
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,14,6/5/2012 12:45
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,15,7/3/2012 11:20
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<10,8/7/2012 14:10
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<10,9/11/2012 11:20
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 11:35
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 13:20
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 11:14
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<4,11/29/2011 11:15
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<4,1/4/2012 13:45
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 13:45
LMG-04-0023,2012 Little Calumet East Branch Baseline Study,<4,3/6/2012 13:10
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,20,5/1/2012 11:55
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,13,6/5/2012 12:15
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,85,7/3/2012 11:40
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,46,8/7/2012 14:40
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,42,9/11/2012 11:05
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 11:20
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 12:55
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 11:41
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,9,11/29/2011 12:05
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,<4,1/4/2012 13:20
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 13:35
LMG-04-0024,2012 Little Calumet East Branch Baseline Study,12,3/6/2012 12:50
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,28,5/1/2012 11:35
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,67,6/5/2012 12:10
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,140,7/3/2012 11:45
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,13,8/7/2012 14:45
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,21,9/11/2012 10:55
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,25,10/2/2012 11:10
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,720,11/14/2012 12:45
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,26,4/3/2012 10:00
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,9,11/29/2011 11:25
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,<4,1/4/2012 13:05
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 12:40
LMG-04-0025,2012 Little Calumet East Branch Baseline Study,6,3/6/2012 12:40
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,<10,5/1/2012 10:35
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,44,6/5/2012 11:10
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,26,8/7/2012 13:05
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,14,9/11/2012 10:10
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,18,10/2/2012 10:30
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,190,11/14/2012 11:25
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 10:13
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,20,11/29/2011 11:50
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,96,1/4/2012 11:55
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 11:35
LMG-04-0026,2012 Little Calumet East Branch Baseline Study,5,3/6/2012 11:35
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,30,5/1/2012 10:30
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,12,6/5/2012 11:00
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,14,7/3/2012 10:00
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,<10,8/7/2012 12:50
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,12,9/11/2012 10:00
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 10:20
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 11:15
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 10:06
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,10,11/29/2011 11:35
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,6,1/4/2012 11:45
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 11:25
LMG-04-0027,2012 Little Calumet East Branch Baseline Study,8,3/6/2012 11:25
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,32,5/1/2012 9:50
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,17,6/5/2012 10:05
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,28,7/3/2012 9:30
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,15,8/7/2012 11:35
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,12,9/11/2012 9:25
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 9:40
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 10:30
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,10,4/3/2012 9:50
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,49,11/29/2011 13:20
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,8,1/4/2012 10:55
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,4,2/7/2012 10:35
LMG-04-0028,2012 Little Calumet East Branch Baseline Study,9,3/6/2012 10:40
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,11,5/1/2012 9:40
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,20,6/5/2012 9:50
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,29,7/3/2012 9:20
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,68,8/7/2012 11:20
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,75,9/11/2012 9:15
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 9:30
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,40,11/14/2012 10:20
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 9:40
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,34,11/29/2011 13:10
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,<4,1/4/2012 10:45
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 10:20
LMG-04-0029,2012 Little Calumet East Branch Baseline Study,13,3/6/2012 10:30
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,11,5/1/2012 10:05
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,31,6/5/2012 10:30
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,69,7/3/2012 9:40
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,500,8/7/2012 12:10
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,38,9/11/2012 9:40
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,38,10/2/2012 10:00
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,79,11/14/2012 10:45
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 12:09
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,<8,11/29/2011 13:40
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,5,2/7/2012 10:55
LMG-04-0031,2012 Little Calumet East Branch Baseline Study,22,3/6/2012 11:00
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,<10,5/1/2012 10:15
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,18,6/5/2012 10:45
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,44,7/3/2012 9:50
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,59,8/7/2012 12:20
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,20,9/11/2012 9:50
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 10:10
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,15,11/14/2012 11:05
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 12:16
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,22,11/29/2011 13:45
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,9,1/4/2012 11:20
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,20,2/7/2012 11:00
LMG-04-0032,2012 Little Calumet East Branch Baseline Study,7,3/6/2012 11:10
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,20,5/1/2012 9:20
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,23,6/5/2012 9:20
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,44,7/3/2012 8:50
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,11,8/7/2012 10:35
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,16,9/11/2012 8:55
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,19,10/2/2012 8:50
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 9:45
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,15,4/3/2012 9:11
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,38,11/29/2011 12:40
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,10,1/4/2012 10:10
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,6,2/7/2012 9:55
LMG-04-0033,2012 Little Calumet East Branch Baseline Study,7,3/6/2012 10:00
LMG-04-0034,2021-2022 Coolwater IBI,26.5,4/6/2022 11:40
LMG-04-0034,2021-2022 Coolwater IBI,7.6,7/25/2022 13:30
LMG-04-0034,2021-2022 Coolwater IBI,4.7,10/31/2022 15:00
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,22,5/1/2012 9:05
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,21,6/5/2012 9:15
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,20,7/3/2012 8:45
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,11,8/7/2012 10:15
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,<10,9/11/2012 8:45
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,14,10/2/2012 8:40
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 9:35
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,20,4/3/2012 9:02
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,5,11/29/2011 12:35
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,7,1/4/2012 10:00
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,4,2/7/2012 9:50
LMG-04-0034,2012 Little Calumet East Branch Baseline Study,5,3/6/2012 9:50
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,13,5/1/2012 8:55
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,11,6/5/2012 9:05
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,16,7/3/2012 8:35
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,<10,8/7/2012 10:00
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,<10,9/11/2012 8:35
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 8:30
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 9:25
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 8:53
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,21,11/29/2011 12:20
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,21,1/4/2012 9:45
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,8,2/7/2012 9:40
LMG-04-0035,2012 Little Calumet East Branch Baseline Study,15,3/6/2012 9:40
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,20,5/1/2012 9:25
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,19,6/5/2012 9:30
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,20,7/3/2012 8:55
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,<10,8/7/2012 10:45
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,11,9/11/2012 9:00
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 9:00
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,13,11/14/2012 9:55
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 9:25
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,11,11/29/2011 12:55
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,5,1/4/2012 10:20
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 10:05
LMG-04-0036,2012 Little Calumet East Branch Baseline Study,9,3/6/2012 10:05
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,<10,5/1/2012 8:50
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,13,6/5/2012 8:55
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,10,7/3/2012 8:20
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,<10,8/7/2012 9:45
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,<10,9/11/2012 8:25
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 8:15
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 9:15
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 8:46
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,<4,11/29/2011 15:55
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,4,1/4/2012 8:30
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 9:25
LMG-04-0037,2012 Little Calumet East Branch Baseline Study,4,3/6/2012 9:25
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,26,5/1/2012 9:35
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,14,6/5/2012 9:40
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,10,7/3/2012 9:10
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,15,8/7/2012 11:00
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,17,9/11/2012 9:05
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 9:15
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 10:10
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 9:32
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,15,11/29/2011 13:00
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,<4,1/4/2012 10:30
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,4,2/7/2012 10:10
LMG-04-0038,2012 Little Calumet East Branch Baseline Study,4,3/6/2012 10:15
LMG-04-0039,2016 Reference Sites,<5,4/4/2016 12:45
LMG-04-0039,2016 Reference Sites,6,6/21/2016 12:25
LMG-04-0039,2016 Reference Sites,<5,9/13/2016 14:00
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,20,5/1/2012 8:40
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,18,6/5/2012 8:40
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,38,7/3/2012 8:15
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,<10,8/7/2012 9:30
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,10,9/11/2012 8:15
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 8:05
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,<10,11/14/2012 9:05
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 8:35
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,10,11/29/2011 15:30
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,4,1/4/2012 9:25
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,6,2/7/2012 9:15
LMG-04-0039,2012 Little Calumet East Branch Baseline Study,4,3/6/2012 9:15
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,<10,5/1/2012 7:55
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,33,6/5/2012 7:40
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,21,7/3/2012 7:35
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,<10,8/7/2012 8:50
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,<10,9/11/2012 7:45
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 7:30
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,16,11/14/2012 8:20
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,12,4/3/2012 7:55
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,6,11/29/2011 14:55
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,6,1/4/2012 8:50
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,10,2/7/2012 8:25
LMG-04-0040,2012 Little Calumet East Branch Baseline Study,5,3/6/2012 8:30
LMG-04-0042,2022 Reference Sites,4.7,4/5/2022 12:45
LMG-04-0042,2022 Reference Sites,2.6,5/10/2022 13:00
LMG-04-0042,2021-2022 Coolwater IBI,3.5,7/25/2022 14:00
LMG-04-0042,2022 Reference Sites,4,10/11/2022 16:10
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<10,5/1/2012 8:10
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<10,6/5/2012 8:25
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<10,7/3/2012 7:50
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<10,8/7/2012 9:05
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<10,9/11/2012 7:50
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<10,10/2/2012 7:45
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,15,11/14/2012 8:30
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<10,4/3/2012 8:06
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,5,11/29/2011 15:05
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,5,1/4/2012 9:00
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<4,2/7/2012 8:40
LMG-04-0042,2012 Little Calumet East Branch Baseline Study,<4,3/6/2012 8:45
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,<10,4/30/2012 11:35
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,<10,6/4/2012 11:45
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,<10,7/2/2012 12:20
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,<10,8/6/2012 11:45
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,10,9/10/2012 12:00
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,<10,10/1/2012 11:45
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,11,11/13/2012 12:56
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,<10,4/2/2012 11:48
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,21,11/28/2011 13:20
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,12,1/3/2012 12:20
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,4,2/6/2012 12:26
LMG-04-0043,2012 Little Calumet East Branch Baseline Study,5,3/5/2012 12:00
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,<10,4/30/2012 11:25
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,<10,6/4/2012 12:00
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,<10,8/6/2012 12:00
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,<10,9/10/2012 11:35
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,<10,10/1/2012 11:10
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,13,11/13/2012 12:25
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,<10,4/2/2012 12:06
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,6,11/28/2011 12:40
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,7,1/3/2012 12:00
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,4,2/6/2012 12:55
LMG-04-0044,2012 Little Calumet East Branch Baseline Study,4,3/5/2012 12:25
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,<10,4/30/2012 12:00
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,55,6/4/2012 12:40
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,<10,7/2/2012 11:30
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,<10,8/6/2012 14:00
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,<10,9/10/2012 11:20
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,<10,10/1/2012 10:55
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,27,11/13/2012 12:00
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,<10,4/2/2012 12:48
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,22,1/3/2012 13:10
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,11,2/6/2012 13:36
LMG-04-0045,2012 Little Calumet East Branch Baseline Study,9,3/5/2012 13:00
LMG-04-0048,2018 Corvallis,<5,4/11/2018 8:40
LMG-04-0048,2018 Corvallis,11,6/5/2018 16:50
LMG-04-0048,2018 Corvallis,15,9/18/2018 8:10
LMG-04-0049,2018 Corvallis,<5,4/11/2018 9:40
LMG-04-0049,2018 Corvallis,18,6/5/2018 16:10
LMG-04-0049,2018 Corvallis,5,9/17/2018 17:00
LMG-05-0002,2013 Deep River Watershed Baseline,31,4/8/2013 13:00
LMG-05-0002,2013 Deep River Watershed Baseline,23,5/6/2013 12:00
LMG-05-0002,2013 Deep River Watershed Baseline,20,6/10/2013 12:20
LMG-05-0002,2013 Deep River Watershed Baseline,16,7/8/2013 12:40
LMG-05-0002,2013 Deep River Watershed Baseline,19,8/5/2013 12:30
LMG-05-0002,2013 Deep River Watershed Baseline,12,9/9/2013 11:00
LMG-05-0002,2013 Deep River Watershed Baseline,16,10/8/2013 16:45
LMG-05-0002,2013 Deep River Watershed Baseline,11,11/5/2013 10:35
LMG-05-0002,2013 Deep River Watershed Baseline,3,12/10/2013 10:35
LMG-05-0002,2013 Deep River Watershed Baseline,19,3/20/2014 10:50
LMG-05-0003,2021-2022 Coolwater IBI,20.4,4/6/2022 12:45
LMG-05-0003,2021-2022 Coolwater IBI,6.6,7/25/2022 10:30
LMG-05-0003,2021-2022 Coolwater IBI,<2.5,10/31/2022 11:00
LMG-05-0003,2013 Deep River Watershed Baseline,2,4/8/2013 13:15
LMG-05-0003,2013 Deep River Watershed Baseline,1,5/6/2013 12:20
LMG-05-0003,2013 Deep River Watershed Baseline,19,6/10/2013 12:45
LMG-05-0003,2013 Deep River Watershed Baseline,9,7/8/2013 13:00
LMG-05-0003,2013 Deep River Watershed Baseline,2,8/5/2013 12:50
LMG-05-0003,2013 Deep River Watershed Baseline,1,9/9/2013 11:25
LMG-05-0003,2013 Deep River Watershed Baseline,1,10/8/2013 16:00
LMG-05-0004,2013 Deep River Watershed Baseline,10,4/8/2013 13:40
LMG-05-0004,2013 Deep River Watershed Baseline,2,5/6/2013 12:40
LMG-05-0004,2013 Deep River Watershed Baseline,29,6/10/2013 13:05
LMG-05-0004,2013 Deep River Watershed Baseline,78,7/8/2013 13:25
LMG-05-0004,2013 Deep River Watershed Baseline,3,8/5/2013 13:10
LMG-05-0004,2013 Deep River Watershed Baseline,4,9/9/2013 11:40
LMG-05-0004,2013 Deep River Watershed Baseline,2,10/8/2013 15:40
LMG050-0042,2021-2022 Coolwater IBI,3.8,4/5/2022 17:35
LMG050-0042,2021-2022 Coolwater IBI,17.4,7/25/2022 11:20
LMG050-0042,2021-2022 Coolwater IBI,20.9,10/31/2022 11:57
LMG-05-0006,2013 Deep River Watershed Baseline,25,4/8/2013 14:15
LMG-05-0006,2013 Deep River Watershed Baseline,21,5/6/2013 13:25
LMG-05-0006,2013 Deep River Watershed Baseline,12,6/10/2013 13:45
LMG-05-0006,2013 Deep River Watershed Baseline,15,7/8/2013 14:10
LMG-05-0006,2013 Deep River Watershed Baseline,18,8/5/2013 13:55
LMG-05-0006,2013 Deep River Watershed Baseline,8,9/9/2013 12:15
LMG-05-0006,2013 Deep River Watershed Baseline,9,10/8/2013 14:25
LMG-05-0007,2013 Deep River Watershed Baseline,25,4/8/2013 14:45
LMG-05-0007,2013 Deep River Watershed Baseline,20,5/6/2013 13:50
LMG-05-0007,2013 Deep River Watershed Baseline,6,6/10/2013 14:30
LMG-05-0007,2013 Deep River Watershed Baseline,11,7/8/2013 14:40
LMG-05-0007,2013 Deep River Watershed Baseline,23,8/5/2013 14:30
LMG-05-0007,2013 Deep River Watershed Baseline,7,9/9/2013 12:45
LMG-05-0007,2013 Deep River Watershed Baseline,4,10/8/2013 15:00
LMG-05-0007,2013 Deep River Watershed Baseline,6,11/5/2013 9:35
LMG-05-0007,2013 Deep River Watershed Baseline,15,3/20/2014 10:00
LMG-05-0008,2013 Deep River Watershed Baseline,3,4/8/2013 14:00
LMG-05-0008,2013 Deep River Watershed Baseline,2,5/6/2013 13:00
LMG-05-0008,2013 Deep River Watershed Baseline,15,6/10/2013 13:20
LMG-05-0008,2013 Deep River Watershed Baseline,2,7/8/2013 13:45
LMG-05-0008,2013 Deep River Watershed Baseline,9,8/5/2013 13:30
LMG-05-0008,2013 Deep River Watershed Baseline,9,9/9/2013 11:55
LMG-05-0008,2013 Deep River Watershed Baseline,4,10/8/2013 15:25
LMG-05-0009,2013 Deep River Watershed Baseline,6,4/8/2013 15:30
LMG-05-0009,2013 Deep River Watershed Baseline,7,5/6/2013 14:50
LMG-05-0009,2013 Deep River Watershed Baseline,3,6/10/2013 15:30
LMG-05-0009,2013 Deep River Watershed Baseline,15,7/8/2013 15:40
LMG-05-0009,2013 Deep River Watershed Baseline,1,8/5/2013 15:30
LMG-05-0009,2013 Deep River Watershed Baseline,<1,9/9/2013 14:25
LMG-05-0009,2013 Deep River Watershed Baseline,3,10/8/2013 13:25
LMG-05-0009,2013 Deep River Watershed Baseline,6,11/5/2013 8:30
LMG-05-0009,2013 Deep River Watershed Baseline,13,3/20/2014 8:45
LMG-05-0010,2013 Deep River Watershed Baseline,3,4/8/2013 16:25
LMG-05-0010,2013 Deep River Watershed Baseline,1,5/6/2013 15:30
LMG-05-0010,2013 Deep River Watershed Baseline,3,6/10/2013 16:10
LMG-05-0010,2013 Deep River Watershed Baseline,4,7/8/2013 16:15
LMG-05-0010,2013 Deep River Watershed Baseline,2,8/5/2013 16:10
LMG-05-0010,2013 Deep River Watershed Baseline,2,9/9/2013 14:45
LMG-05-0010,2013 Deep River Watershed Baseline,2,10/8/2013 13:00
LMG-05-0011,2013 Deep River Watershed Baseline,14,4/8/2013 17:00
LMG-05-0011,2013 Deep River Watershed Baseline,11,5/6/2013 14:30
LMG-05-0011,2013 Deep River Watershed Baseline,18,6/10/2013 17:05
