STATION_NAME,PROJECT_NAME,Conductance (uS/cm),ln(Conductance),cond_ref,cond_test
WMI-02-0012,2014 Mississinewa River Watershed Baseline,679,6.520621128,6.3882081,6.424580088
WMI-02-0012,2014 Mississinewa River Watershed Baseline,713,6.56948142,6.3882081,6.424580088
WMI-02-0012,2014 Mississinewa River Watershed Baseline,614,6.419994928,6.3882081,6.424580088
WMI-02-0012,2014 Mississinewa River Watershed Baseline,775,6.652863029,6.3882081,6.424580088
WMI-02-0013,2014 Mississinewa River Watershed Baseline,585,6.371611847,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,692,6.539585956,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,551,6.311734809,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,714,6.570882962,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,674,6.513230111,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,707,6.561030666,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,792,6.674561392,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,722,6.582025139,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,756,6.628041376,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,564,6.335054251,6.421747077,6.496011486
WMI-02-0013,2014 Mississinewa River Watershed Baseline,726,6.587550015,6.421747077,6.496011486
WMI-02-0015,2014 Mississinewa River Watershed Baseline,630,6.445719819,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,642,6.464588304,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,541,6.293419279,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,663,6.49677499,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,572,6.349138991,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,533,6.278521424,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,710,6.56526497,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,729,6.591673732,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,800,6.684611728,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,726,6.587550015,6.379877934,6.418014122
WMI-02-0015,2014 Mississinewa River Watershed Baseline,779,6.658011046,6.379877934,6.418014122
WMI-02-0016,2014 Mississinewa River Watershed Baseline,616,6.423246964,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,674,6.513230111,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,626,6.439350371,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,686,6.530877628,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,600,6.396929655,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,433,6.070737728,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,852,6.747586527,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,880,6.779921907,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,1306,7.17472431,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,772,6.64898455,6.358154598,6.466837314
WMI-02-0016,2014 Mississinewa River Watershed Baseline,800,6.684611728,6.358154598,6.466837314
WMI-02-0017,2014 Mississinewa River Watershed Baseline,609,6.411818268,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,575,6.354370041,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,557,6.32256524,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,610,6.413458957,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,678,6.519147288,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,417,6.033086222,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,587,6.37502482,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,597,6.391917113,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,713,6.56948142,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,499,6.212606096,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,730,6.593044534,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,825,6.715383386,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,675,6.514712691,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,342,5.834810737,6.357470945,6.466633057
WMI-02-0017,2014 Mississinewa River Watershed Baseline,523,6.259581464,6.357470945,6.466633057
WMI-02-0018,2014 Mississinewa River Watershed Baseline,607,6.408528791,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,656,6.486160789,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,460,6.131226489,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,633,6.450470422,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,615,6.421622268,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,557,6.32256524,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,681,6.523562306,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,666,6.501289671,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,660,6.492239835,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,626,6.439350371,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,750,6.620073207,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,813,6.70073111,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,761,6.634633358,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,426,6.054439346,6.400555614,6.479390532
WMI-02-0018,2014 Mississinewa River Watershed Baseline,484,6.182084907,6.400555614,6.479390532
WMI-02-0019,2014 Mississinewa River Watershed Baseline,589,6.378426184,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,599,6.395261598,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,490,6.194405391,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,650,6.476972363,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,552,6.313548046,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,518,6.249975242,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,670,6.507277712,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,678,6.519147288,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,738,6.603943825,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,716,6.573680167,6.374998286,6.410471619
WMI-02-0019,2014 Mississinewa River Watershed Baseline,771,6.647688374,6.374998286,6.410471619
WMI-02-0021,2015 Corvallis,635,6.453624999,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,647,6.472346295,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,534.1,6.280583087,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,589.3,6.378935392,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,600.5,6.397762642,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,634.3,6.452522029,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,712,6.568077911,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,651,6.478509642,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,697.5,6.547502514,6.397054577,6.471971901
WMI-02-0021,2015 Corvallis,694.9,6.54376795,6.397054577,6.471971901
WMI030-0004,2004 MHAB Calibration Study,732,6.595780514,6.408734472,6.482435018
WMI030-0010,2008 Corvallis,661,6.49375384,6.408734472,6.482435018
WMI030-0010,2008 Corvallis,661,6.49375384,6.408734472,6.482435018
WMI030-0010,2008 Corvallis,618,6.426488457,6.408734472,6.482435018
WMI030-0010,2008 Corvallis,694,6.542471961,6.408734472,6.482435018
WMI030-0010,2008 Corvallis,585,6.371611847,6.408734472,6.482435018
WMI-03-0003,2014 Mississinewa River Watershed Baseline,773,6.650279049,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,1259,7.138073034,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,450,6.109247583,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,1317,7.183111702,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,1002,6.909753282,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,583,6.368187186,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,1349,7.207118856,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,1470,7.29301768,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,2937,7.985143931,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,828,6.719013154,6.380490472,6.457349548
WMI-03-0003,2014 Mississinewa River Watershed Baseline,1772,7.479864131,6.380490472,6.457349548
WMI-03-0005,2014 Mississinewa River Watershed Baseline,528,6.269096284,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,585,6.371611847,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,513,6.240275845,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,557,6.32256524,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,473,6.159095388,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,482,6.177944114,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,624,6.436150368,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,528,6.269096284,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,583,6.368187186,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,668,6.504288174,6.377799274,6.425850486
WMI-03-0005,2014 Mississinewa River Watershed Baseline,638,6.458338283,6.377799274,6.425850486
WMI-03-0006,2014 Mississinewa River Watershed Baseline,685,6.529418838,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,825,6.715383386,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,548,6.306275287,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,861,6.758094504,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,440,6.086774727,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,579,6.361302478,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,718,6.576469569,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,1720,7.45007957,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,1760,7.473069088,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,855,6.751101469,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,996,6.903747258,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,1385,7.233455419,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,810,6.697034248,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,406,6.00635316,6.345403601,6.459085942
WMI-03-0006,2014 Mississinewa River Watershed Baseline,566,6.338594078,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,572,6.349138991,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,670,6.507277712,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,594,6.386879319,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,680,6.522092798,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,449,6.107022888,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,602,6.400257445,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,738,6.603943825,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,711,6.56667243,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,784,6.66440902,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,710,6.56526497,6.345403601,6.459085942
WMI-03-0007,2014 Mississinewa River Watershed Baseline,736,6.601230119,6.345403601,6.459085942
WMI-03-0008,2014 Mississinewa River Watershed Baseline,513,6.240275845,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,543,6.29710932,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,438,6.08221891,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,610,6.413458957,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,382,5.945420609,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,425,6.052089169,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,797,6.680854679,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,802,6.687108608,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,985,6.892641641,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,391,5.96870756,6.339086448,6.477231335
WMI-03-0008,2014 Mississinewa River Watershed Baseline,626,6.439350371,6.339086448,6.477231335
WMI-03-0009,2014 Mississinewa River Watershed Baseline,624,6.436150368,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,765,6.639875834,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,508,6.230481448,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,809,6.695798917,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,460,6.131226489,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,556,6.320768294,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,907,6.81014245,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,1234,7.118016204,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,1394,7.239932591,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,848,6.742880636,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,991,6.898714534,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,805,6.690842277,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,390,5.966146739,6.346653308,6.447060055
WMI-03-0009,2014 Mississinewa River Watershed Baseline,507,6.228511004,6.346653308,6.447060055
WMI-03-0010,2014 Mississinewa River Watershed Baseline,579,6.361302478,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,595,6.388561406,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,572,6.349138991,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,619,6.428105273,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,472,6.156978986,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,597,6.391917113,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,675,6.514712691,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,603,6.401917197,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,632,6.448889394,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,721,6.580639137,6.325757784,6.378275683
WMI-03-0010,2014 Mississinewa River Watershed Baseline,712,6.568077911,6.325757784,6.378275683
WMI040-0003,2014 Mississinewa River Watershed Baseline,495,6.204557763,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,535,6.282266747,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,434,6.073044534,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,612,6.416732283,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,405,6.003887067,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,438,6.08221891,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,680,6.522092798,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,775,6.652863029,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,1000,6.907755279,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,428,6.059123196,6.339086448,6.477231335
WMI040-0003,2014 Mississinewa River Watershed Baseline,641,6.463029457,6.339086448,6.477231335
WMI040-0009,2014 Mississinewa River Watershed Baseline,650,6.476972363,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,738,6.603943825,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,513,6.240275845,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,726,6.587550015,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,417,6.033086222,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,526,6.265301213,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,542,6.295266001,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,871,6.769641977,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,1480,7.299797367,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,854,6.749931194,6.376765899,6.454163569
WMI040-0009,2014 Mississinewa River Watershed Baseline,1054,6.960347729,6.376765899,6.454163569
WMI040-0029,2008 Corvallis,776,6.65415252,6.346653308,6.447060055
WMI040-0029,2008 Corvallis,934,6.839476438,6.346653308,6.447060055
WMI040-0029,2008 Corvallis,722,6.582025139,6.346653308,6.447060055
WMI040-0029,2008 Corvallis,1380,7.229838778,6.346653308,6.447060055
WMI040-0029,2008 Corvallis,999,6.906754779,6.346653308,6.447060055
WMI040-0029,2008 Corvallis,999,6.906754779,6.346653308,6.447060055
WMI-04-0008,2014 Mississinewa River Watershed Baseline,628,6.442540166,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,686,6.530877628,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,648,6.473890696,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,692,6.539585956,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,623,6.434546519,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,519,6.251903883,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,752,6.622736324,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,776,6.65415252,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,863,6.760414691,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,831,6.722629795,6.32801123,6.377678792
WMI-04-0008,2014 Mississinewa River Watershed Baseline,815,6.703188113,6.32801123,6.377678792
WMI-04-0009,2014 Mississinewa River Watershed Baseline,537,6.285998095,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,620,6.429719478,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,456,6.12249281,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,596,6.390240667,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,591,6.381816017,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,563,6.333279628,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,553,6.315358002,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,475,6.163314804,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,518,6.249975242,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,650,6.476972363,6.412634453,6.488963067
WMI-04-0009,2014 Mississinewa River Watershed Baseline,682,6.525029658,6.412634453,6.488963067
WMI-04-0010,2014 Mississinewa River Watershed Baseline,592,6.383506635,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,641,6.463029457,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,601,6.398594935,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,684,6.527957918,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,682,6.525029658,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,561,6.329720906,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,708,6.562444094,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,747,6.616065185,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,820,6.70930434,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,820,6.70930434,6.322683782,6.368102222
WMI-04-0010,2014 Mississinewa River Watershed Baseline,805,6.690842277,6.322683782,6.368102222
WMI-04-0011,2014 Mississinewa River Watershed Baseline,594,6.386879319,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,602,6.400257445,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,611,6.415096959,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,626,6.439350371,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,644,6.467698726,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,577,6.357842267,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,659,6.490723535,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,680,6.522092798,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,737,6.602587892,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,701,6.552507887,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,719,6.577861358,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,783,6.663132696,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,719,6.577861358,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,560,6.327936784,6.345548254,6.401148275
WMI-04-0011,2014 Mississinewa River Watershed Baseline,550,6.309918278,6.345548254,6.401148275
WMI-04-0012,2014 Mississinewa River Watershed Baseline,605,6.405228458,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,661,6.49375384,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,522,6.257667588,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,649,6.475432717,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,631,6.447305863,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,476,6.165417854,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,645,6.469250317,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,782,6.661854741,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,868,6.766191715,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,636,6.455198563,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,792,6.674561392,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,857,6.753437919,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,755,6.626717749,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,366,5.902633333,6.419260892,6.492612137
WMI-04-0012,2014 Mississinewa River Watershed Baseline,268,5.590986981,6.419260892,6.492612137
WMI-04-0013,2014 Mississinewa River Watershed Baseline,620,6.429719478,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,689,6.535241271,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,463,6.137727054,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,662,6.495265556,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,632,6.448889394,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,562,6.33150185,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,708,6.562444094,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,660,6.492239835,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,742,6.609349243,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,696,6.54534966,6.39962238,6.473082566
WMI-04-0013,2014 Mississinewa River Watershed Baseline,797,6.680854679,6.39962238,6.473082566
WMI-04-0014,2014 Mississinewa River Watershed Baseline,590,6.380122537,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,612,6.416732283,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,627,6.440946541,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,640,6.461468176,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,551,6.311734809,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,404,6.001414878,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,672,6.510258341,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,630,6.445719819,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,730,6.593044534,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,624,6.436150368,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,757,6.629363253,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,839,6.732210706,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,741,6.608000625,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,449,6.107022888,6.326909536,6.376944142
WMI-04-0014,2014 Mississinewa River Watershed Baseline,493,6.200509174,6.326909536,6.376944142
